1 2 2.317381 1.191442 -0.1017294 1.705502 -1.035409 0.0007979021
1 2 2.517649 1.682850 0.285669 0.5543479 -2.408617 0.03212201
1 2 2.632087 1.528669 0.3650489 1.631405 -2.212973 0.00804149
1 2 2.746526 1.374488 0.5819544 0.7831464 -2.483213 0.02209363
1 2 2.803745 1.343532 0.4470854 0.3508023 -3.053136 0.009005954
1 2 3.089841 1.650102 0.9151874 0.8213409 -1.600997 0.007720367
1 2 3.17567 2.295691 1.016918 -0.0904951 -2.687847 0.01117602
1 2 3.318718 1.249471 0.8729629 1.534559 -1.725799 0.002955034
1 2 3.375938 1.587594 0.3730639 1.145888 -3.664895 0.006687985
1 2 3.375938 2.41802 1.012955 0.949627 -2.634104 0.03686003
1 2 3.490376 2.448378 1.906881 0.4559801 -2.937229 0.0060053
1 2 3.518986 2.571305 1.418913 1.383796 -1.214846 0.004625245
1 2 3.604815 1.463771 1.690183 0.638216 -2.566143 0.005801831
1 2 3.662034 1.525085 1.068670 2.009186 -3.198651 0.004925938
1 2 3.662034 2.170972 1.169068 0.6910184 -3.527743 0.02104295
1 2 3.690644 2.201629 0.6176417 1.064957 -2.260343 0.01743707
1 2 3.747863 1.709326 1.334446 0.7708014 -4.359302 0.004720671
1 2 3.747863 1.986135 1.387297 0.5528272 -3.9758 0.01058579
1 2 3.805082 2.047449 0.7657844 1.592935 -3.314596 0.01361863
1 2 3.97674 1.677773 0.9271917 0.8659676 -3.265854 0.02609849
1 2 4.091179 1.892671 1.810509 0.09676332 -3.660439 0.006758115
1 2 4.177008 1.431024 1.838362 0.7784105 -1.732152 0.002978487
1 2 4.291446 0.8154954 0.981583 2.538911 -2.585513 0.001858515
1 2 4.291446 1.369113 1.637387 1.018956 -3.148166 0.02312643
1 2 4.291446 1.738191 1.684933 0.9113506 -2.700346 0.02811443
1 2 4.348666 1.799505 1.269709 0.6350838 -3.001292 0.02761460
1 2 4.405885 1.399471 1.49987 0.8207917 -3.589095 0.01707914
1 2 4.491714 1.95279 2.98216 -0.7608201 -3.749621 0.0004663023
1 2 4.548933 1.921835 1.472035 1.020557 -3.136089 0.02265865
1 2 4.606152 0.783644 1.125764 2.452697 -2.399088 0.002003168
1 2 4.606152 1.890879 1.818506 2.203893 0.2889398 0.0002764298
1 2 4.634762 2.290614 2.414831 1.294802 -1.415329 0.001603429
1 2 4.663372 1.675384 2.038059 1.286887 -2.677740 0.01410691
1 2 4.691981 1.890580 1.957364 2.504655 -1.568125 0.002155675
1 2 4.749201 2.228703 3.31406 -0.1363697 -4.790413 0.0002085548
1 2 4.80642 1.459591 1.777605 1.972865 -3.388146 0.006439809
1 2 4.83503 1.767056 2.379234 0.9534058 -2.755996 0.007620735
1 2 4.892249 1.090214 1.525103 2.314295 -3.331568 0.004494671
1 2 4.892249 1.182483 1.726087 1.439152 -2.642226 0.01213731
1 2 4.920858 1.859027 2.168975 2.455618 -1.433646 0.002161719
1 2 5.063907 1.643234 2.252335 1.554220 -3.318579 0.007158607
1 2 5.121126 1.981357 2.646352 -0.5132447 -3.000339 0.0006722
1 2 5.149736 1.550666 2.190209 0.5795183 -3.937853 0.002032130
1 2 5.378613 2.995426 3.004583 1.603092 -1.862180 0.0004628264
1 2 5.521661 0.5651631 2.115035 1.875180 -2.618019 0.002020746
1 2 5.521661 0.8419718 1.617784 1.748624 -4.706086 0.0003047931
1 2 5.6361 1.979565 1.691670 2.498307 -2.805987 0.001727452
1 2 5.664709 0.9029872 2.510385 2.364655 -1.863710 0.001577614
